route_id,trip_id,service_id,trip_headsign,direction_id,shape_id
4,ASP24GEN-4103-Weekday-00_152700_4..N13R,Weekday,Woodlawn,0,4..N13R
5,ASP24GEN-5044-Saturday-00_000200_5..S32R,Saturday,E 180 St,1,5..S32R
5,ASP24GEN-5044-Saturday-00_002200_5..S32R,Saturday,E 180 St,1,5..S32R
5,ASP24GEN-5044-Saturday-00_002300_5..N32R,Saturday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5044-Saturday-00_004200_5..S32R,Saturday,E 180 St,1,5..S32R
5,ASP24GEN-5044-Saturday-00_004300_5..N32R,Saturday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5044-Saturday-00_006200_5..S32R,Saturday,E 180 St,1,5..S32R
5,ASP24GEN-5044-Saturday-00_006300_5..N32R,Saturday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5044-Saturday-00_008200_5..S32R,Saturday,E 180 St,1,5..S32R
5,ASP24GEN-5044-Saturday-00_008300_5..N32R,Saturday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5044-Saturday-00_010200_5..S32R,Saturday,E 180 St,1,5..S32R
5,ASP24GEN-5044-Saturday-00_010300_5..N32R,Saturday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5044-Saturday-00_012200_5..S32R,Saturday,E 180 St,1,5..S32R
5,ASP24GEN-5044-Saturday-00_012300_5..N32R,Saturday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5044-Saturday-00_014200_5..S32R,Saturday,E 180 St,1,5..S32R
5,ASP24GEN-5044-Saturday-00_014300_5..N32R,Saturday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5044-Saturday-00_016200_5..S32R,Saturday,E 180 St,1,5..S32R
5,ASP24GEN-5044-Saturday-00_016300_5..N32R,Saturday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5044-Saturday-00_018200_5..S32R,Saturday,E 180 St,1,5..S32R
5,ASP24GEN-5044-Saturday-00_018300_5..N32R,Saturday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5044-Saturday-00_020200_5..S32R,Saturday,E 180 St,1,5..S32R
5,ASP24GEN-5044-Saturday-00_020300_5..N32R,Saturday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5044-Saturday-00_022200_5..S32R,Saturday,E 180 St,1,5..S32R
5,ASP24GEN-5044-Saturday-00_022300_5..N32R,Saturday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5044-Saturday-00_024200_5..S32R,Saturday,E 180 St,1,5..S32R
5,ASP24GEN-5044-Saturday-00_024300_5..N32R,Saturday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5044-Saturday-00_026200_5..S32R,Saturday,E 180 St,1,5..S32R
5,ASP24GEN-5044-Saturday-00_026300_5..N32R,Saturday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5044-Saturday-00_028200_5..S32R,Saturday,E 180 St,1,5..S32R
5,ASP24GEN-5044-Saturday-00_028300_5..N32R,Saturday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5044-Saturday-00_030200_5..S32R,Saturday,E 180 St,1,5..S32R
5,ASP24GEN-5044-Saturday-00_030300_5..N32R,Saturday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5044-Saturday-00_032200_5..S01R,Saturday,E 180 St,1,5..S01R
5,ASP24GEN-5044-Saturday-00_032300_5..N32R,Saturday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5044-Saturday-00_033500_5..S01R,Saturday,E 180 St,1,5..S01R
5,ASP24GEN-5044-Saturday-00_034000_5..N01R,Saturday,Eastchester-Dyre Av,0,5..N01R
5,ASP24GEN-5044-Saturday-00_034050_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_035250_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_036000_5..N01R,Saturday,Eastchester-Dyre Av,0,5..N01R
5,ASP24GEN-5044-Saturday-00_036250_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_037550_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_038000_5..N01R,Saturday,Eastchester-Dyre Av,0,5..N01R
5,ASP24GEN-5044-Saturday-00_038650_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_039950_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_040000_5..N01R,Saturday,Eastchester-Dyre Av,0,5..N01R
5,ASP24GEN-5044-Saturday-00_041050_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_041100_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_041850_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_042000_5..N01R,Saturday,Eastchester-Dyre Av,0,5..N01R
5,ASP24GEN-5044-Saturday-00_042650_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_042700_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_043700_5..N01R,Saturday,Eastchester-Dyre Av,0,5..N01R
5,ASP24GEN-5044-Saturday-00_043700_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_044050_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_044700_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_045050_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_045750_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_045850_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_047000_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_047150_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_048050_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_048100_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_049050_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_049450_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_049850_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_050250_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_051050_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_051300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_052050_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_052100_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_053050_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_053100_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_053850_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_054300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_054650_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_055300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_055950_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_056100_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_056900_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_056950_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_057850_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_057900_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_059100_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_059150_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_060050_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_060300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_061050_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_061500_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_061850_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_062300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_062650_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_063300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_063450_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_064100_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_064250_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_065100_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_065650_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_066300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_066650_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_067300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_067950_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_068100_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_068900_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_069050_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_069700_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_069850_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_070900_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_071200_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_072050_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_072100_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_072900_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_073050_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_073700_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_073850_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_074500_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_074650_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_075300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_075400_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_076250_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_076500_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_077450_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_077500_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_078200_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_078650_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_079300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_079850_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_080100_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_080850_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_080900_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_081700_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_081850_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_082500_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_083150_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_083700_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_084150_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_084850_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_084900_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_085850_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_086100_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_087150_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_087300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_088100_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_088150_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_089050_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_089100_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_089850_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_090400_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_090650_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_091500_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_091950_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_092700_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_092950_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_093500_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_093850_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_094500_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_095150_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_095300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_096050_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_096300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_096850_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_097500_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_097850_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_098300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_099150_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_099300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_100100_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_100250_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_101050_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_101500_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_101850_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_102300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_102650_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_103450_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_103500_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_104700_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_104750_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_105500_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_105850_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_106500_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_106650_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_107300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_107450_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_108200_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_108300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_109050_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_109500_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_109850_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_110300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_110550_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_111300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_111300_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_112100_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_112150_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_113100_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_113350_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_114300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_114550_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_115300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_115750_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_116150_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_116950_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_117400_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_118150_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_118300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_119300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_119350_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_120100_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_120550_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_120900_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_121700_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_121750_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_122700_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_122950_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_123900_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_124150_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_125100_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_125350_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_126300_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_126550_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_127500_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_127750_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_128100_5..S08R,Saturday,Bowling Green,1,5..S08R
5,ASP24GEN-5044-Saturday-00_128750_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_129300_5..S01R,Saturday,E 180 St,1,5..S01R
5,ASP24GEN-5044-Saturday-00_129950_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_130500_5..S01R,Saturday,E 180 St,1,5..S01R
5,ASP24GEN-5044-Saturday-00_130950_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_131700_5..S01R,Saturday,E 180 St,1,5..S01R
5,ASP24GEN-5044-Saturday-00_132150_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_132900_5..S01R,Saturday,E 180 St,1,5..S01R
5,ASP24GEN-5044-Saturday-00_133350_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_134100_5..S01R,Saturday,E 180 St,1,5..S01R
5,ASP24GEN-5044-Saturday-00_134550_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_135300_5..S01R,Saturday,E 180 St,1,5..S01R
5,ASP24GEN-5044-Saturday-00_135350_5..N75R,Saturday,Eastchester-Dyre Av,0,5..N75R
5,ASP24GEN-5044-Saturday-00_136500_5..S01R,Saturday,E 180 St,1,5..S01R
5,ASP24GEN-5044-Saturday-00_137900_5..S01R,Saturday,E 180 St,1,5..S01R
5,ASP24GEN-5044-Saturday-00_139100_5..S01R,Saturday,E 180 St,1,5..S01R
5,ASP24GEN-5044-Saturday-00_140000_5..N01R,Saturday,Eastchester-Dyre Av,0,5..N01R
5,ASP24GEN-5044-Saturday-00_140500_5..S01R,Saturday,E 180 St,1,5..S01R
5,ASP24GEN-5044-Saturday-00_141200_5..N01R,Saturday,Eastchester-Dyre Av,0,5..N01R
5,ASP24GEN-5044-Saturday-00_142200_5..S32R,Saturday,E 180 St,1,5..S32R
5,ASP24GEN-5044-Saturday-00_142500_5..N01R,Saturday,Eastchester-Dyre Av,0,5..N01R
5,ASP24GEN-5044-Saturday-00_144300_5..N32R,Saturday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5049-Sunday-00_000200_5..S32R,Sunday,E 180 St,1,5..S32R
5,ASP24GEN-5049-Sunday-00_002200_5..S32R,Sunday,E 180 St,1,5..S32R
5,ASP24GEN-5049-Sunday-00_002300_5..N32R,Sunday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5049-Sunday-00_004200_5..S32R,Sunday,E 180 St,1,5..S32R
5,ASP24GEN-5049-Sunday-00_004300_5..N32R,Sunday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5049-Sunday-00_006200_5..S32R,Sunday,E 180 St,1,5..S32R
5,ASP24GEN-5049-Sunday-00_006300_5..N32R,Sunday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5049-Sunday-00_008200_5..S32R,Sunday,E 180 St,1,5..S32R
5,ASP24GEN-5049-Sunday-00_008300_5..N32R,Sunday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5049-Sunday-00_010200_5..S32R,Sunday,E 180 St,1,5..S32R
5,ASP24GEN-5049-Sunday-00_010300_5..N32R,Sunday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5049-Sunday-00_012200_5..S32R,Sunday,E 180 St,1,5..S32R
5,ASP24GEN-5049-Sunday-00_012300_5..N32R,Sunday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5049-Sunday-00_014200_5..S32R,Sunday,E 180 St,1,5..S32R
5,ASP24GEN-5049-Sunday-00_014300_5..N32R,Sunday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5049-Sunday-00_016200_5..S32R,Sunday,E 180 St,1,5..S32R
5,ASP24GEN-5049-Sunday-00_016300_5..N32R,Sunday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5049-Sunday-00_018200_5..S32R,Sunday,E 180 St,1,5..S32R
5,ASP24GEN-5049-Sunday-00_018300_5..N32R,Sunday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5049-Sunday-00_020200_5..S32R,Sunday,E 180 St,1,5..S32R
5,ASP24GEN-5049-Sunday-00_020300_5..N32R,Sunday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5049-Sunday-00_022200_5..S32R,Sunday,E 180 St,1,5..S32R
5,ASP24GEN-5049-Sunday-00_022300_5..N32R,Sunday,Eastchester-Dyre Av,0,5..N32R
5,ASP24GEN-5049-Sunday-00_024200_5..S32R,Sunday,E 180 St,1,5..S32R
5,ASP24GEN-5049-Sunday-00_024300_5..N32R,Sunday,Eastchester-Dyre Av,0,5..N32R
